,text,username,timestamp,location,likes,clean_tweet,negative,neutral,positive,compound,analysis,pca_x,pca_y,pca_z,y,cluster,tsne_x,tsne_y
17,"RT @HempBombs: Happy #InternationalPodcastDay! 

Subscribe to our award-winning CPG &amp; CBD University Podcast and watch full video episodes…",Travis50503434,Thu Sep 30 21:00:33 +0000 2021,,2804,happy subscribe award win cpg amp cbd university podcast watch full video episodes…,0.0,0.476,0.524,0.9001,positive,0.03054791012664223,-0.012686751821726397,-0.07536307548434022,1,1,-120.21975,148.03185
18,RT @johnfeal2: Friends - So proud of my dear friend @jonstewart  and his new show. This first show was dedicated to the very issue we are a…,Its_A_GOP_COUP,Thu Sep 30 21:00:33 +0000 2021,"Harrisburg, PA",158952,friend proud dear friend new show first show dedicate issue a…,0.0,0.366,0.634,0.9022,positive,-0.054414061306751846,0.009474243063850939,-0.08026048188190049,5,5,-112.458855,-39.55755
19,"RT @krupali: I’m flying the friendly skies! Kudos to @united - 99.5% of all staff is vaccinated. 

*checks notes, this is better than, most…",bigel1,Thu Sep 30 21:00:34 +0000 2021,,102418,i’m fly friendly sky kudos 99 5 staff vaccinate check note well most…,0.0,0.538,0.462,0.8225,positive,-0.04481139742685405,0.003501902759233279,-0.0479359470985677,5,5,160.02904,176.06226
20,this must be a thing ... i thought it was just us ... we're definitely having to throw more fruit and meat away tha… https://t.co/wK2ju4zMzE,TonyDJTStanding,Thu Sep 30 21:00:34 +0000 2021,,59246,must thing think u definitely throw fruit meat away tha…,0.0,0.769,0.231,0.4019,positive,-0.0480255039302761,0.008938984460211184,-0.044189027818313034,5,5,30.164064,142.4597
21,RT @mbd: Ep 8 of Mr. Corman hit hard. Excellent portrayal of the anxiety and daily repetition of the pandemic. Melbourne still in the grip…,sashavolni,Thu Sep 30 21:00:34 +0000 2021,Kuala Lumpur,1018,ep 8 mr corman hit hard excellent portrayal anxiety daily repetition pandemic melbourne still grip…,0.165,0.638,0.197,0.3818,positive,-0.046058637333286905,0.06901867368170074,-0.023551161683724404,5,5,-5.207962,90.68163
22,SMASH https://t.co/xxPSobny2Y,pdIif,Thu Sep 30 21:00:35 +0000 2021, she/her black ,99778,smash,0.0,1.0,0.0,0.0,neutral,-0.04512989430203754,0.009560276949567046,-0.04074586363040063,5,5,-29.105131,-131.53386
23,Kate’s Take is a podcast where she takes listeners behind the scenes of a 7-figure business and shares how to run o… https://t.co/a4xGVn4Ubd,EquilibriaInc,Thu Sep 30 21:00:35 +0000 2021,"Atlanta, GA",24,kate’s take podcast take listener behind scene 7 figure business share run o…,0.0,0.845,0.155,0.296,positive,0.1510982515041866,0.24202652528220314,0.03320603593946081,5,5,4.3488116,137.95122
24,"RT @JonHansenTV: New 'It's All Good' @BlockClubCHI pod focuses on Black LGBTQ+ Chicagoans. 

Some, like @DJCaShEra are thriving and looking…",BlockClubCHI,Thu Sep 30 21:00:36 +0000 2021,"Chicago, Illinois",5112,new good pod focus black lgbtq chicagoans like thrive looking…,0.0,0.597,0.403,0.6597,positive,-0.05455504920079245,-0.011424730761209315,-0.03675187971839201,5,5,265.9489,-79.74628
25,"RT @liridi_art: PRINT S4LE
I'm in a bit of a pickle because I've lost my Apple Pencil 🥲 So to be able to afford a new one I'm running a s4l…",starIyte,Thu Sep 30 21:00:36 +0000 2021,nyx 4/20/19,34841,art print s4le bit pickle lose apple pencil 🥲 able afford new one running s4l…,0.162,0.838,0.0,-0.4019,negative,0.051710895806137996,-0.042111280131315786,0.014330336488687017,5,5,-64.91819,-226.38289
26,@babyisland20 Inbox me with your PayPal account or Apple Pay for instant payment,legitimatemummy,Thu Sep 30 21:00:36 +0000 2021,,137,inbox paypal account apple pay instant payment,0.189,0.811,0.0,-0.1027,negative,-0.028345261146934683,-0.105392747745885,0.26271288473471244,4,4,-64.043015,44.74142
27,"**SUSSEX AZURE USER GROUP - THE PODCAST**
*SUBSCRIBE NOW*
We've launched a weekly podcast during the lockdown with… https://t.co/tM8zr9pH3x",SussexAzure,Thu Sep 30 21:00:36 +0000 2021,"Brighton, England",97,sussex azure user group podcast subscribe launch weekly podcast lockdown with…,0.0,1.0,0.0,0.0,neutral,0.12462413712072767,-0.0005286707337629375,-0.11206202924030302,5,5,-98.5207,166.69768
28,"RT @JonesKaylana: #NationalPodcastDay 
Tune into an episode of A concept with Kaylana Mayté. As a lover of learning this platform acts as a…",only1giaa,Thu Sep 30 21:00:37 +0000 2021,,362,tune episode concept kaylana mayté lover learn platform act a…,0.0,0.703,0.297,0.5859,positive,-0.053628348266404724,0.012791336237666378,-0.08060933731810163,5,5,169.10854,-88.22635
29,This bitch Tiffany said a apple Jack stick 😂😂😂😂😂😭😭😭😂😂,jadaawada_,Thu Sep 30 21:00:37 +0000 2021,"Houston, Tx",3495,bitch tiffany say apple jack stick 😂😂😂😂😂😭😭😭😂😂,0.311,0.376,0.313,0.7351,positive,-0.030680153549302862,-0.05088117612056995,0.06652837808363903,3,3,-76.896385,78.49447
30,keelhauling myself under an apple-bobbing barrel,daniel_bar_none,Thu Sep 30 21:00:38 +0000 2021,place/name,11684,keelhauling apple bobbing barrel,0.0,1.0,0.0,0.0,neutral,-0.005173957778643721,-0.06939883189295339,0.13330753366646744,4,4,23.995897,-49.906254
31,Niggas ain’t fucc w this album? https://t.co/89Q9AIjNZs,Only1mvc,Thu Sep 30 21:00:38 +0000 2021,,719,niggas ain’t fucc w album,0.375,0.625,0.0,-0.34,negative,-0.04575270790330215,0.003816675944091948,-0.03761708090335885,5,5,-133.51064,171.85158
32,"RT @detect_study: There's a chance your @fitbit, @Apple Watch, @whoop or other #smartwatch could mean more to your health than just countin…",ScrippsDTC,Thu Sep 30 21:00:39 +0000 2021,"La Jolla, California",1504,study chance watch could mean health countin…,0.0,0.75,0.25,0.25,positive,-0.04884176806695057,-0.0226734327197271,0.007331977523740751,1,1,-128.20456,-60.93456
33,"RT @naved_zahir: Now its #ManishGupta.. 
Ppl hav also forgotten Apple Company emoloyee Vivek Tiwari who was shot sead by Lucknow Police in…",zindagijhandbaa,Thu Sep 30 21:00:39 +0000 2021,Rasode me,86487,zahir ppl hav also forget apple company emoloyee vivek tiwari shot sead lucknow police in…,0.119,0.881,0.0,-0.2263,negative,-0.03509873079381427,-0.026749685183994697,0.025677274101910178,5,5,156.07881,-122.51385
34,RT @Broadwayhatpod: Who doesn't love a @WayneGretzky story! Funny clip from this week's episode with @4mikehudson talking about playing on…,shooters_pod,Thu Sep 30 21:00:39 +0000 2021,Canada,7529,love story funny clip week episode talk play on…,0.0,0.387,0.613,0.8591,positive,-0.07867458286056114,0.034686557440552566,-0.17170170728831285,8,8,24.279123,63.720253
35,"RT @WeAreTeamICONS: #IAmLayconTop5 tomorrow!
Time: 9am

Fun games and lots of prizes to be won!!!

Don’t forget to stream I Am Laycon as we…",abdulazeezruk14,Thu Sep 30 21:00:39 +0000 2021,,37260,tomorrow time 9am fun game lot prize don’t forget stream laycon we…,0.109,0.514,0.377,0.6908,positive,-0.00820798598108899,-0.0056078338199669255,-0.0245269389090844,5,5,-98.63283,-22.949781
36,"RT @ProjectLincoln: It’s time for America to step up and help vaccinate the world. 

Don’t miss @RajaForCongress (D-IL) on the latest episo…",BillD08205127,Thu Sep 30 21:00:39 +0000 2021,"New Jersey, USA",38295,it’s time america step help vaccinate world don’t miss il late episo…,0.112,0.699,0.189,0.2732,positive,-0.003365626808433708,-0.0049118000347069,-0.02940594270266491,5,5,-107.941536,-2.6311195
37,"RT @holyname_: #JBxWizParty (Ghost &amp; Essence RMX)

• Download the “Stationhead” app
• Sync your Spotify/Apple Music in the app
• Follow “ho…",Big__ema,Thu Sep 30 21:00:39 +0000 2021,"Old Trafford, Manchester",111223,ghost amp essence rmx • download “stationhead” app • sync spotify apple music app • follow “ho…,0.126,0.874,0.0,-0.3182,negative,-0.05688789624544617,-0.0539984909021184,-0.0023284207398041813,7,7,137.15942,-140.5109
38,"RT @sitdownmarks: New Pod Available Now! Grab Our Latest Ep Talking Omega/Danielson, #WweExtremeRules &amp; Our Top 5 Fav Big Men In Wrestling!…",TheUWPod,Thu Sep 30 21:00:39 +0000 2021,,5367,new pod available grab late ep talk omega danielson amp top 5 fav big men wrestle …,0.0,0.758,0.242,0.5859,positive,-0.06653514638316649,0.0057202685765562955,-0.09888396572901872,5,5,-12.493271,111.40938
39,"RT @TonyKhan: Ladies and gentlemen, available now as an early direct download &amp; coming soon to Apple + Spotify, I present to you the only w…",Teamviper821,Thu Sep 30 21:00:39 +0000 2021,"Michigan, USA",140658,lady gentleman available early direct download amp come soon apple spotify present w…,0.0,1.0,0.0,0.0,neutral,-0.049531915721982914,-0.03746695031830585,0.016560329100422714,4,4,-109.029686,-165.64928
40,"RT @JSummz_: Share , Stream , Vibe 💜 https://t.co/J0EQ1jIjLI",MakeItHoehn19,Thu Sep 30 21:00:40 +0000 2021,"Evansville, IN",25745,share stream vibe 💜,0.0,0.319,0.681,0.7506,positive,-0.048634769184284915,0.1477171419795161,0.001591386618535299,5,5,34.867382,-94.50441
41,"If you missed it, go check out our latest episode:
https://t.co/gL8reaM1sS

2 Drink Minimum episodes are also avail… https://t.co/rfFRC2eZDx",2DMpod,Thu Sep 30 21:00:40 +0000 2021,"Montreal, Qc",1326,miss go check late episode 2 drink minimum episode also avail…,0.138,0.862,0.0,-0.1531,negative,-0.05909137689080812,0.015218404318372953,-0.11723577890686523,8,8,-77.31868,99.17487
42,did y’all stream the national anthem today?  https://t.co/SV7jbPETIn,vondreams,Thu Sep 30 21:00:41 +0000 2021,,8,y’all stream national anthem today,0.0,1.0,0.0,0.0,neutral,-0.05956343748641618,0.01252648501804399,-0.0437198601928313,5,5,-53.35497,3.8395894
43,"RT @danielmgmoylan: The voters are listening. 

Labour now says it would reopen Brexit talks if in power - The Independent https://t.co/Upi…",EvanTeijlingen,Thu Sep 30 21:00:42 +0000 2021,Bournemouth University,34906,voter listen labour say would reopen brexit talk power independent …,0.0,1.0,0.0,0.0,neutral,-0.058047569425415814,0.0065529861869026,-0.07297904352941094,3,3,-164.12871,23.129156
44,"RT @LP_Funds: stream @LiamPayne’s new single #Sunshine! @ronsgonewrong ! ☀️

#SunshineStreamingParty  @realdailypayne 

• Spotify: https://…",VilluendasSarah,Thu Sep 30 21:00:42 +0000 2021,,37364,fund stream new single ☀️ • spotify …,0.0,1.0,0.0,0.0,neutral,-0.0712554155196368,0.0031062150376190744,-0.06817475810400436,5,5,-37.378365,-76.53616
45,"RT @Tour_Junkies: ""The Native Area"" w/ #PGATOUR Stud, Luke List 💯

Candid convo about Bryson, Cantlay, &amp; a Si Woo story ✅
The best place to…",ThePME,Thu Sep 30 21:00:43 +0000 2021,Canada,53594,junky native area w stud luke list 💯 candid convo bryson cantlay amp si woo story ✅ best place to…,0.0,0.751,0.249,0.8074,positive,-0.052444312742311365,0.007889098809726467,-0.03897127115896287,5,5,-174.71437,45.80571
46,"RT @harrisonjaime: On #PodcastDay, we dropped a new episode of our podcast, Welcome to the Party—featuring TWO special guests, @ChuckSchume…",MJResister,Thu Sep 30 21:00:44 +0000 2021,"Olympia, WA",167470,drop new episode podcast welcome party—featuring two special guest,0.152,0.435,0.413,0.5574,positive,0.032331016029244646,0.007270744202086479,-0.1554903743197034,8,8,-76.646736,-18.476831
47,RT @CptHodl: And it's full.  10K downloads.,under_da_knife,Thu Sep 30 21:00:45 +0000 2021,,404,full 10k downloads,0.0,1.0,0.0,0.0,neutral,-0.04325945922682386,0.007181090769035931,-0.04076758280167688,5,5,42.735237,-191.03897
48,This should be her breakout hit  https://t.co/TMwakdSxCI,just_jabu,Thu Sep 30 21:00:45 +0000 2021,Tzaneen ,113723,breakout hit,0.0,1.0,0.0,0.0,neutral,-0.04625100096258004,0.012412089214707567,-0.041818283894319214,5,5,-127.55635,52.279545
49,"RT @rifxmo: One more thing. Apple will never send you a text message after your phone has been stolen. If you get something like this, your…",Notblack_Oj,Thu Sep 30 21:00:45 +0000 2021,"Johannesburg ,South Africa ",63493,one thing apple never send text message phone steal get something like your…,0.192,0.659,0.15,-0.1779,negative,0.12690059906180087,-0.09963188089388461,0.10643738963680899,2,2,154.89594,56.998886
50,"RT @upright: ""The catchy and sinister term 'shadow docket' has been used to portray the court as having been captured by a dangerous cabal…",BarroniBaloney,Thu Sep 30 21:00:46 +0000 2021,An Axle Near You.,241769,catchy sinister term shadow docket use portray court capture dangerous cabal…,0.438,0.562,0.0,-0.7906,negative,-0.04703956346140998,0.004116877196817277,-0.03543192777791906,5,5,-283.66644,74.39936
51,@RandPaul Legal Expert: Detail In Weisselberg Indictment Could Be Bad News For Trump - HuffPost. Two sets of books-… https://t.co/pqscJ1CAqT,DocPSU,Thu Sep 30 21:00:46 +0000 2021,NY,347,legal expert detail weisselberg indictment could bad news trump huffpost two set book …,0.206,0.706,0.088,-0.4588,negative,-0.05201593145079274,-0.003021642934667584,-0.05166151695568872,5,5,-159.0316,145.3667
52,Iran state media promotes video of Kamala Harris not pushing back on Israel 'ethnic genocide' claim - Fox News https://t.co/t5Pvc33aKY,hazelbrunette,Thu Sep 30 21:00:46 +0000 2021,"Las Vegas, NV",19229,iran state medium promote video kamala harris push back israel ethnic genocide claim fox news,0.0,0.843,0.157,0.3818,positive,-0.05356581089540549,0.007746629766541974,-0.04820277399428555,5,5,32.756897,212.38405
53,@JeremyVineOn5 you dont cut a tree down because of 1 bad apple,ozzie260176,Thu Sep 30 21:00:46 +0000 2021,,9733,dont cut tree 1 bad apple,0.376,0.429,0.195,-0.3991,negative,-0.0012274104442375122,-0.0824173969263897,0.13350425765377982,4,4,36.904217,-18.273447
54,RT @Telegraph: 🔴NEW: Hackers could drain thousands of pounds from iPhones by exploiting a flaw in the way its contactless payments system w…,Dan27405904,Thu Sep 30 21:00:47 +0000 2021,"Ravenstone, England",9488,🔴new hacker could drain thousand pound iphones exploit flaw way contactless payment system w…,0.091,0.909,0.0,-0.1027,negative,-0.05822083377629026,-0.01357159622490246,-0.014315948099066054,5,5,229.59978,-60.21274
55,"RT @natalieodd: Alberta had 25 Residential Schools, more than any other province. The Alberta Government ⁦@YourAlberta⁩ needs to do the rig…",jcarter77965147,Thu Sep 30 21:00:48 +0000 2021,,654,alberta 25 residential school province alberta government ⁦@youralberta⁩ need rig…,0.0,1.0,0.0,0.0,neutral,-0.04860515602414502,0.010310936410077763,-0.042712236953059285,5,5,-77.46738,185.77011
56,"nadie:

🧍🏾‍♀️

mi apple watch: ✨breathe✨",ambcarlo,Thu Sep 30 21:00:49 +0000 2021,"Guaynabo, Puerto Rico",79532,nadie 🧍🏾‍♀️ mi apple watch ✨breathe✨,0.0,0.827,0.173,0.3182,positive,-0.021961267871456462,-0.0918123954635596,0.1523847497878221,1,1,-101.707436,-56.939064
57,I reviewed another phone. This also has a link which you can click to read the review of the phone which I wrote https://t.co/jOUxhWeudF,c_davies,Thu Sep 30 21:00:50 +0000 2021,Michigan,0,review another phone also link click read review phone write,0.0,1.0,0.0,0.0,neutral,-0.049633805039276016,-0.0012455574390548944,-0.028926565727515494,5,5,114.68986,-166.29549
58,"RT @BleavPodcasts: HEADGEAR ALERT FROM PACMAN!

Happy Birthday @REALPACMAN24 🎂🥳 Get ready for the Bengals vs. Jaguars tonight on Bleav in B…",_CharityStripe_,Thu Sep 30 21:00:50 +0000 2021,"Los Angeles, CA",2178,headgear alert pacman happy birthday 🎂🥳 get ready bengal vs jaguar tonight bleav b…,0.0,0.542,0.458,0.875,positive,-0.04226812321281751,-0.001251800401251927,-0.03527829957216964,5,5,117.18449,136.03783
59,"RT @ManduReid: Meanwhile, we are still waiting for officers who took and shared selfies they’d taken with the dead bodies of Bibaa Henry an…",RajeshThind,Thu Sep 30 21:00:50 +0000 2021,London & Lisbon,67448,meanwhile still wait officer take share selfies they’d take dead body bibaa henry an…,0.232,0.649,0.119,-0.4767,negative,0.1003551469644872,0.8997291453059224,0.2999777589063254,9,9,11.36694,176.6166
60,RT @MsKymbriel: Yeah she snapped 🥵🔥❤️,kristenilycia__,Thu Sep 30 21:00:50 +0000 2021,Chicago,87837,yeah snap 🥵🔥❤️,0.25,0.521,0.229,-0.0516,negative,-0.045129894302037545,0.009560276949567027,-0.04074586363040065,5,5,-166.62956,-133.48068
61,Give it a listen for @KarissaEngram ! Begrudgingly stay for @sir_richmond20 and @PolitoedNBA 😉,TheAlleyOpe,Thu Sep 30 21:00:51 +0000 2021,Minnesota,1268,give listen begrudgingly stay richmond20 😉,0.0,1.0,0.0,0.0,neutral,-0.05203090946855061,0.008047608833921638,-0.06668813359263003,5,5,-134.98973,123.6886
62,Has anyone noticed gifs/videos stutter after playing once on iOS 15?,_ndaly,Thu Sep 30 21:00:51 +0000 2021,"Cambridge, England",296,anyone notice gifs video stutter play io 15,0.192,0.577,0.231,0.1027,positive,-0.05703719338754186,0.03627074106040349,-0.05179331386931444,8,8,-16.99923,-44.058655
63,@Shorty56167141 @Soulshaker007 @mind_vince @aime3verde @RondaGLarson @BLew_16 @GubnaElectkimmy @me21freed… https://t.co/ylLmvOsG4h,TerriersVu,Thu Sep 30 21:00:51 +0000 2021,Flyover Country ,69063,vince 16,0.0,1.0,0.0,0.0,neutral,-0.05225218248978305,0.012438302952613852,-0.054692079093774014,5,5,-99.99588,42.50109
64,Here are the most anticipated IPOs and new listings for Q4 2021 and early 2022 - Yahoo Finance https://t.co/qDZsMOPPAx,NahidAlaei,Thu Sep 30 21:00:51 +0000 2021,"London, UK",19147,anticipate ipos new listing q4 2021 early 2022 yahoo finance,0.0,1.0,0.0,0.0,neutral,-0.06404902381108442,0.00798081810753569,-0.08111450144089766,5,5,-135.74689,-37.3943
65,"...Apple doesn't have a good API for exporting iMessage conversations, but this screen recording is good for going… https://t.co/jHzL6xa5zT",dawnstar1776,Thu Sep 30 21:00:51 +0000 2021,,4313,apple good api export imessage conversation screen record good going…,0.0,0.58,0.42,0.7003,positive,-0.028563185167189156,-0.04596862081479563,0.024628677376108223,4,4,178.49289,65.8139
66,"RT @punsandoneliner: How do you make an apple puff? Chase it around the garden.

https://t.co/GJ27bhSTFp     #Apple #AppleJokes #Joke #Humo…",phone12s_i,Thu Sep 30 21:00:51 +0000 2021,,290,make apple puff chase around garden,0.0,1.0,0.0,0.0,neutral,0.05094877261982105,-0.062148552150695424,0.0682503503095631,4,4,-99.82347,75.951675
67,@Freyja1987 Apple sucks,APec1322,Thu Sep 30 21:00:52 +0000 2021,,465,apple suck,0.744,0.256,0.0,-0.4404,negative,0.0027185251041081304,-0.1214872313334319,0.21999110762216809,4,4,96.30215,-101.85521
68,"RT @PodfathersShow: ""Daddy Cheeseballs"" has a nice ring to it, but don't even think about calling @tommycheeseball that, kiddo

https://t.c…",TommyCheeseball,Thu Sep 30 21:00:52 +0000 2021,📍Dirty Jersey ,159,daddy cheeseballs nice ring even think call kiddo …,0.0,0.741,0.259,0.4215,positive,0.025524187395603623,0.008749915469801927,-0.053768624115092006,5,5,-121.64336,-18.940617
69,"RT @Saul_Bookman: It’s #InternationalPodcastDay , so here are a slew of podcasts for all your Arizona teams!

@PHNX_Suns 👇🏾

https://t.co/M…",BrandonSpano,Thu Sep 30 21:00:52 +0000 2021,"Denver, CO",22159,bookman it’s slew podcasts arizona team sun 👇🏾 …,0.0,1.0,0.0,0.0,neutral,0.0351542251995467,-0.005184999085861469,-0.029572787068502512,5,5,38.321503,35.625004
70,"RT @Talented_back: @Fridah__ Follow all who likes an retweet this

 https://t.co/H84y6Aiqmq",Darlovwis,Thu Sep 30 21:00:53 +0000 2021,"Lagos, Nigeria 🇳🇬",251983,back follow like retweet,0.0,0.545,0.455,0.3612,positive,-0.051688961469408455,-0.030306616217296738,0.028498671200168118,5,5,-2.1427696,-3.0888321
71,RT @see_serve: https://t.co/t3VAaK3n02 - #webrtc - Apple Releases Safari Technology Preview 133 With Bug Fixes and Performance Improvements,bungobot1,Thu Sep 30 21:00:54 +0000 2021,In your book,264977,serve apple release safari technology preview 133 bug fix performance improvement,0.0,0.769,0.231,0.4588,positive,-0.03186210155707029,-0.03328616606060869,0.043080970979400376,4,4,59.95583,135.6634
72,"RT @AnniverseWorld: 🍎 APPLE ANNIE 2021 🍏

🍏 Winter Banana Apple | Bumblebee Hummingbird | Falkland Islands Wolf 🍎

Designer: @_Nolnir_ http…",tacomimir,Thu Sep 30 21:00:54 +0000 2021,/dev/null,44384,🍎 apple annie 2021 🍏 🍏 winter banana apple bumblebee hummingbird falkland islands wolf 🍎 designer nolnir http…,0.0,1.0,0.0,0.0,neutral,-0.01917106509401416,-0.08926424930409564,0.1509067256724797,4,4,-7.67502,-115.88424
73,"turn to apple blood later?

//Aka not gonna bother rping my own love interest. Just to get told I suck and such aga… https://t.co/JGhTB4u2It",SamKitKatz,Thu Sep 30 21:00:54 +0000 2021,,1557,turn apple blood later aka gonna bother rping love interest get tell suck aga…,0.236,0.444,0.32,0.4404,positive,-0.0357448230579499,-0.0508977568297453,0.055407521257730345,5,5,173.39352,-173.80739
74,Happy #InternationalPodcastDay 🎙💙 thankful for all our listeners and anyone who has checked out the podcast. If thi… https://t.co/wEdELWZi54,TraumaSpeaks,Thu Sep 30 21:00:54 +0000 2021,"Los Angeles, CA",1,happy 🎙💙 thankful listener anyone check podcast thi…,0.0,0.408,0.592,0.9118,positive,0.0756382837457213,0.013021372623680234,-0.12219212139050067,5,5,68.584335,92.5181
